beta1_values,term,estimate,p.value
3,x,13.170503134256922,0.09681184443794602
3,x,-7.224191716667598,0.4210832921223939
3,x,-3.314266825852447,0.7318825684068305
3,x,3.0346447510932966,0.7463706726635333
3,x,16.783407741800534,0.10119380784350962
3,x,9.834361543261071,0.3306909260451374
3,x,7.6501524422994995,0.4114127988446613
3,x,-7.890442884566669,0.3171461522985016
3,x,3.1909180741679424,0.7665093758341959
3,x,10.693953209177591,0.42187453583322143
3,x,9.133429621272299,0.4142730751818855
3,x,4.8245740805372845,0.6555786158933123
3,x,1.482938159253646,0.8713728763462372
3,x,11.386156695159112,0.26324214352955655
3,x,-4.69636749849172,0.6050011423210175
3,x,-18.33164759817559,0.047043976322864535
3,x,5.021570806737781,0.6242341676085654
3,x,16.209690381796097,0.2972915451278607
3,x,13.545222164301936,0.13583882149323412
3,x,14.887606522943074,0.09993006266807511
3,x,0.9642690894756959,0.929955087108037
3,x,10.182100851055093,0.44191136906059625
3,x,11.64814348465499,0.3877113750917056
3,x,17.041076675415542,0.0846531990640572
3,x,-4.4216262900590895,0.5467464612797063
3,x,-2.567731474011611,0.7875920250479661
3,x,-1.303752973941102,0.8794872936675937
3,x,0.6998372324291348,0.9038590990272034
3,x,7.49676610412697,0.2708510523669092
3,x,5.199514861953356,0.6828493750384654
3,x,6.114434340349002,0.44810786890409504
3,x,8.204512277317601,0.49165879803009316
3,x,-24.342231784681363,0.04323678609131927
3,x,0.5022520789981819,0.9553486516970721
3,x,-1.2612206556110657,0.8865017253836743
3,x,22.055124739923542,0.029748431514373876
3,x,6.662115472341081,0.560599460672939
3,x,9.6805938291745,0.3111109960959674
3,x,4.449075563344438,0.5570882645603901
3,x,-3.3897724453183633,0.7387830644201936
3,x,3.2213603395730748,0.704062792030404
3,x,8.063877559198716,0.49123878906296736
3,x,-9.935155643153909,0.2639820186343467
3,x,11.64818238806828,0.09769870243909799
3,x,8.390380189002299,0.43167803476385935
3,x,0.6082479892053434,0.9433780884426438
3,x,-2.1343993966886394,0.817936432489624
3,x,23.358281815741915,0.022317643652819068
3,x,14.740280024084633,0.08761136539189038
3,x,7.553118376620491,0.48526196995340476
3,x,-7.322246194517521,0.5111862189649761
4,x,8.593967621026817,0.3089713779799861
4,x,-0.6181655048992453,0.9687672770418577
4,x,7.592488958272024,0.4419168336351075
4,x,-13.591783883509203,0.0966966291560041
4,x,5.922624076365386,0.4695532511408279
4,x,1.0846153182509803,0.883245210621007
4,x,-1.5300064116230616,0.8846754566462239
4,x,13.177673039645644,0.3052358840237719
4,x,-1.4179977335331548,0.8741213458791219
4,x,-6.002675553658348,0.606019798349517
4,x,-15.247814621183624,0.14018023720492567
4,x,1.6678118680633822,0.8598610042693786
4,x,4.976342918483925,0.5851817477057644
4,x,4.753644199828274,0.66304013195600775
4,x,-15.387047296628927,0.13766598927348625
4,x,3.181966136203589,0.7806791079660591
4,x,-9.435763709794315,0.3054155039159356
4,x,3.665419684403635,0.7213833807107
4,x,4.022367150182817,0.7701627685410031
4,x,4.28304556664331,0.6507363039074759
4,x,6.09302333810291,0.5346389911328635
4,x,4.141899799533632,0.5996786661729157
4,x,6.982802914271408,0.5874117142107074
4,x,7.117764265075355,0.35378609087112833
4,x,-1.9927927855635814,0.734038433027975
4,x,-2.597060001625951,0.7540453337889664
4,x,1.663028940430749,0.8541340281180583
4,x,6.929288557702232,0.2992737213541734
4,x,10.4743037968282,0.2648690421118803
4,x,-5.582606823816456,0.5152066160108739
4,x,2.980782491965885,0.7336615347607316
4,x,-20.439258121070864,0.05842138754350219
4,x,-6.281127478863449,0.5861401772753134
4,x,10.706877298616911,0.26319332071654716
4,x,-7.185216584386381,0.43533289818756804
4,x,8.733654092857899,0.40060998832980355
4,x,-2.1873246067329952,0.7773192568866887
4,x,3.473608507259535,0.7316868742910694
4,x,9.00218049165308,0.3870092152148844
4,x,8.687718367800885,0.30596572488435747
4,x,0.7942845793210157,0.911172772893446
4,x,11.961674611441577,0.2614650664478752
4,x,-2.8473575188611435,0.8145838527882047
4,x,16.013525967546666,0.038354505493355506
4,x,1.4430828613430207,0.8829545798741577
4,x,4.6628670733589255,0.41849231583793167
4,x,6.768940391122829,0.4321984883567648
4,x,5.6735465086756065,0.6915211256636835
4,x,13.61031686279242,0.1144093487017176
4,x,0.20203316444393477,0.978199015283032
4,x,3.4815409436656273,0.7785158729680365
4,x,-7.7333238638232356,0.42153864686408715
4,x,-2.378394383800617,0.7295307191862723
4,x,-7.450621601567443,0.4412987082655958
4,x,5.043432572006823,0.5902506664694014
4,x,14.217849689882991,0.14356675759335477
4,x,19.08671725894986,0.041377911263012566
4,x,-2.5507827219489565,0.7828485239312872
4,x,-7.65168330474341,0.48455499415330006
4,x,-0.03622493613719754,0.9970282693023951
4,x,6.606841271229431,0.6042159737505166
4,x,5.613733267829308,0.5827880111643434
4,x,3.8600777986715538,0.6704351218332294
4,x,5.130228637825903,0.6381461937950481
4,x,2.3970597483613014,0.7550242458350072
4,x,8.364899693008203,0.39498467775035995
4,x,6.693413312090508,0.4833428871430394
4,x,9.68596054419338,0.41965955920951514
4,x,-14.723214530228889,0.11921144360035879
4,x,6.690959619385989,0.5042423801740081
4,x,9.378593394866371,0.2720185568215521
4,x,11.431746422295019,0.18679775915874477
4,x,1.2542529462440777,0.8913548638982898
4,x,-8.010899266782907,0.3370013468489512
4,x,-1.9005754286387075,0.8344468618061853
4,x,-10.65344123321466,0.13780371447724704
4,x,12.020304381486401,0.2574804506307363
4,x,7.501923993403658,0.3484034891586115
4,x,-7.243988672845222,0.5686181171365476
4,x,-0.2880422985425622,0.9788751793283132
4,x,-5.965395910461058,0.5330730897574754
4,x,2.8334945865779235,0.7276532148732465
4,x,0.29255796807664497,0.9754213920713566
4,x,-1.8737665780444597,0.8518066294423048
4,x,3.195983635214802,0.6987217825981618
4,x,15.314338645218447,0.01872836398810325
4,x,7.91143328259022,0.33256756765396955
4,x,-2.5828171004493767,0.7849488844309808
4,x,2.902540657364104,0.6423885597850658
4,x,0.2959435902605671,0.9639536397076043
4,x,20.107650430332132,0.03309193187094305
4,x,-4.850071605406991,0.5204523214404535
4,x,3.426745449137258,0.6609395151581063
4,x,-2.775578999014955,0.7896625157905257
4,x,-11.176420843110353,0.2958414443449184
4,x,10.262577356585874,0.33312022294943955
4,x,1.372618262593264,0.8808398901612027
4,x,21.5355240722835,0.06716143241348846
4,x,9.838627569525611,0.3038502656101769
4,x,13.9885788166326,0.2325213220390334
5,x,14.550847737721508,0.12077600303904232
5,x,4.3070746538065405,0.5665523319904835
5,x,14.85818005471493,0.14912050108522854
5,x,10.622042942653483,0.3530708771266139
5,x,2.3178232372398853,0.7597227785588947
5,x,15.124890525678426,0.23545094118668386
5,x,21.767282800451326,0.01182571221115982
5,x,15.3042286864369,0.08596985620968949
5,x,8.20532944359787,0.41440574824794696
5,x,-3.945558388415442,0.560581051113147
5,x,4.995402668043918,0.6089984956418736
5,x,7.97174203472119,0.5096920734884867
5,x,8.74790122094058,0.3164551752461367
5,x,3.7148917258218437,0.6296964090701429
5,x,8.894762005129552,0.3175993149751779
5,x,5.5016913208514495,0.5636355123463743
5,x,-6.088634157538401,0.4331687583318973
5,x,4.923898838694891,0.6199003169529681
5,x,-3.533967886867292,0.7441184186807397
5,x,-2.5711603261331866,0.7374127466729639
5,x,3.032015204157518,0.6383308575223625
5,x,1.727097756393573,0.9195385245126512
5,x,16.998761404383412,0.10972912918396407
5,x,23.05066927280506,0.01133107164995366
5,x,3.2944239328110663,0.7674578547976163
5,x,7.9531223047567075,0.4070478549064013
5,x,-6.002858582356971,0.5532625791770407
5,x,14.475706712597267,0.1547163341076955
5,x,4.9997600170348235,0.48541086696392877
5,x,-3.0572800399983087,0.7347826192658137
5,x,3.5472486549160576,0.7049477637521815
5,x,19.313717956346053,0.13207370859731118
5,x,-8.01140434993266,0.4706520865046415
5,x,8.628634154858958,0.19136393582678357
5,x,18.193038026449923,0.07094918698425418
5,x,7.0161972759236955,0.4545501797519861
5,x,-9.138179563190501,0.5159588621762763
5,x,-0.05906969407795838,0.9933937170661298
5,x,1.8887123914683328,0.8460398360473932
5,x,29.811454055572355,0.023071318034450228
5,x,4.322631319863808,0.6297376092116975
5,x,-19.73850035894636,0.02857029241862582
5,x,2.142439761020604,0.8224125582032034
5,x,2.7441861397585043,0.7714929344198393
5,x,10.635811119087426,0.2135755240234998
5,x,14.312307170108184,0.19208725937190474
5,x,-17.409483536606462,0.06189048133513656
5,x,-2.049703707044408,0.8062922207112531
5,x,-1.8129312492940268,0.8147793343042842
5,x,0.2339598403798083,0.985083491438846
5,x,1.1552850536213588,0.901967158241236
5,x,-12.76913407208168,0.31270830545825146
5,x,14.194538299661822,0.1124487996811004
5,x,-8.01337534139751,0.5034611491330199
5,x,-4.705766916263198,0.5897260939234863
5,x,3.543341925131206,0.6494100985989073
5,x,6.937014911173597,0.4870538805748511
5,x,6.262420940926949,0.5404010206969411
5,x,-4.7999335042467415,0.5232167086806945
5,x,15.606799729317652,0.1572736309444524
5,x,18.28002709549276,0.07105517563276001
5,x,-3.5254348026460667,0.6632374020119127
5,x,-17.347033658053327,0.2402942162180967
5,x,-0.06105041869671657,0.9892682748539974
5,x,4.635284287581262,0.6437962691660237
5,x,4.498150577770309,0.6013222309649353
5,x,-13.092365016106895,0.2118438227409233
5,x,14.187838775252866,0.21175244159425596
5,x,3.416017892051876,0.6165135147833823
5,x,17.326201669490526,0.1693138721673455
5,x,1.164173957195646,0.8838550220896886
5,x,-0.07250519730947706,0.9945283554838777
5,x,-3.1442798695419625,0.6718612709970688
5,x,-10.03212075760886,0.19985666097778432
5,x,12.423822713579124,0.27869732721516616
5,x,28.48185402428957,0.07278112100194026
5,x,10.900033337868214,0.13790663824075988
5,x,9.82618810557212,0.2527421432173526
5,x,4.487409358256254,0.6970586738425666
5,x,-3.4473511488892044,0.6889023506695015
5,x,9.04063311416971,0.2954642494084992
5,x,21.743513792131882,0.020657718752572118
5,x,-16.565088520131745,0.19145508618483525
5,x,17.9657537896722,0.1047521268294602
5,x,1.5675885406764147,0.8624654104744115
5,x,29.796209553396263,0.005671238448346417
5,x,8.746323791104064,0.26570187910605625
5,x,3.035171002541447,0.5930774168275431
5,x,-1.054832438606554,0.9229757860081782
5,x,-0.6042578792152592,0.9609545000524057
5,x,2.566041422102375,0.7340427251862252
5,x,-8.919262766943902,0.30430628008069927
5,x,-1.2492809545253591,0.9105775292314351
5,x,10.848815641924393,0.31716253692917007
5,x,-2.7802992584987942,0.7666361014208849
5,x,5.232160946802129,0.5622048436590976
5,x,4.406722463471434,0.5822958265089057
5,x,-3.3931784755356387,0.7909831049554259
5,x,-23.432060069268843,0.014402422614996763
5,x,-3.253723934340754,0.7757371317057314
6,x,19.067391026408764,0.022668735723777114
6,x,18.313236532771526,0.08784736729243482
6,x,-1.1341236857071306,0.9255306230845741
6,x,0.7669293717645603,0.9236266359289997
6,x,9.729982062776603,0.38908401057499065
6,x,12.40208177616844,0.02884692330991173
6,x,-2.5373441981947087,0.7910743738911912
6,x,4.119531218583408,0.7412251485053548
6,x,5.025032347237197,0.6169460015517794
6,x,8.592694995265587,0.3256886355912928
6,x,18.69909719103601,0.12771300285102277
6,x,1.0789775562822235,0.9161765188568269
6,x,-1.0806642782534661,0.8869473846248684
6,x,-2.361262565340019,0.823031184045073
6,x,10.131691914131517,0.4003086745328053
6,x,-0.8392358404869333,0.944203084467743
6,x,10.053295489592198,0.2574947850027886
6,x,-5.190472430426941,0.5965778639976875
6,x,0.16240336527929594,0.9863210695156572
6,x,17.99618913116111,0.03863783647974015
6,x,7.397381889801076,0.4272777834812975
6,x,-3.6134763829875567,0.6651095999093353
6,x,-0.5737034952646977,0.9464413126833633
6,x,9.429596407136545,0.34211057257451993
6,x,-0.7191519311778258,0.9257456536045008
6,x,10.075136125887317,0.3731929405639476
6,x,3.254552829967494,0.718592470802954
6,x,3.8335125730149096,0.6528006654998502
6,x,11.295221851133784,0.1306404968569862
6,x,-8.911303861336041,0.43046943496422774
6,x,11.281010097105698,0.3313077575033959
6,x,11.436179285446556,0.08228633467139786
6,x,2.6581913070510512,0.7876049341524008
6,x,24.64540831399691,0.004768848415396955
6,x,-9.347371975348285,0.3934479364780682
6,x,5.224213200351374,0.748187745112884
6,x,6.9799070669855645,0.48360159645651224
6,x,9.390156092812335,0.3184822578919595
6,x,-3.31844181089445,0.7036677166799881
6,x,17.00719871200262,0.11903461763478139
6,x,-2.6253743313255278,0.7511450852860018
6,x,-2.18910278480515,0.8576908337882158
6,x,2.130091348756703,0.8238356695558529
6,x,-7.900971195979562,0.33242912966633986
6,x,17.54526343557621,0.07535343265210523
6,x,2.050239193663304,0.8439151801482978
6,x,7.6581276290721725,0.3182467600704226
6,x,-0.14425966768683435,0.9846330079293696
6,x,4.830930400387765,0.7329905088068245
6,x,-7.554585751938966,0.39412619584154873
6,x,18.094515245464127,0.08563812969760688
6,x,26.830063095675992,0.03173775227802698
6,x,19.591275519074944,0.029501555232092438
6,x,-21.086370297629088,0.00424150834206066
6,x,10.771688371212852,0.13292380179645097
6,x,8.386539539181804,0.5192464148888573
6,x,8.9303886616728,0.36342855867685364
6,x,17.584387271247135,0.05729406590831837
6,x,-20.578687080088464,0.0410191680830884
6,x,4.4018733402134105,0.6025217487956194
6,x,1.4279332783873264,0.882661490213901
6,x,-6.7041568697197915,0.3823973816066165
6,x,6.03211001154835,0.45418382455166073
6,x,2.5919383438132564,0.8076809145330965
6,x,8.999298973769868,0.40782035120420923
6,x,11.465897918052878,0.2564575529927009
6,x,12.499751268985623,0.3079553938879365
6,x,5.748676060072695,0.5249537662458643
6,x,26.407086076936658,0.023172479002464687
6,x,1.4470770450735964,0.8890714553822264
6,x,17.350347448641774,0.03173146715061667
6,x,9.06413213734057,0.4127043963782404
6,x,12.28663446794162,0.04494414786472296
6,x,-3.555665755980914,0.6555925771139014
6,x,-0.27814723956626247,0.9694223313176105
6,x,4.729044522821914,0.6224426937521089
6,x,24.896420085381656,0.021414365757697423
6,x,0.2886190874778894,0.9779473020504703
6,x,7.287382003632074,0.30304573941265567
6,x,6.447890942529619,0.5337367325519597
6,x,10.512980820638148,0.17128083784661685
6,x,-5.609774396714841,0.5255338886583937
6,x,19.04668437108049,0.04105301196502852
6,x,4.540503567710873,0.6658876964058908
6,x,6.546570610556285,0.5153417556093214
6,x,2.008134744170033,0.7934538974820791
6,x,-3.215954761325299,0.7071323035217052
6,x,5.989784613609359,0.36225050185995233
6,x,23.602310536023218,0.07750722095702924
6,x,7.349180698892031,0.34032606420075984
6,x,9.124227473433884,0.29230680492670563
6,x,-3.648289801371729,0.7242934477198761
6,x,1.2152640278087283,0.9098894328651573
6,x,13.903747730908124,0.1371925915937883
6,x,-2.6083106913613188,0.7433494566499209
6,x,10.657744968091965,0.11101019347613067
6,x,-0.6269443210659722,0.9463177292425613
6,x,2.5614565545884456,0.7729146862195166
6,x,-9.938660685423084,0.5119697635316187
6,x,-0.3632624063190002,0.9717763838390684
